tmstmp,typ,stpnm,stpid,vid,dstp,rt,rtdd,rtdir,des,prdtm,tablockid,tatripid,origtatripno,dly,prdctdn,zone,crt_prd,dep_time
20250126 12:39,A,Grand & Peshtigo,760,8666,1685,66,66,Westbound,Austin,2025-01-26 12:44:00,66 -804,1078983,259605421,False,3,,False,2025-01-26 12:46:00
20250126 12:40,A,Grand & Homan,18377,8689,5415,65,65,Westbound,Nordica,2025-01-26 12:44:00,65 -806,1022014,259605225,False,4,,True,2025-01-26 12:44:00
20250126 12:40,A,Grand & New England ,842,8547,6209,65,65,Westbound,Nordica,2025-01-26 12:44:00,65 -851,1022088,259605153,False,3,,True,2025-01-26 12:44:00
20250126 12:40,A,Grand & New England ,842,8555,4473,74,74,Westbound,Grand/Nordica,2025-01-26 12:44:00,74 -807,146,259606314,False,4,,True,2025-01-26 12:44:00
20250126 12:39,D,Grand & Latrobe Terminal,3824,8722,0,57,57,Southbound,Cicero Blue Line,2025-01-26 12:44:00,57 -802,22,259604392,False,3,,True,2025-01-26 12:44:00
20250126 12:40,A,Grand & Thomas,805,8689,6032,65,65,Westbound,Nordica,2025-01-26 12:44:00,65 -806,1022014,259605225,False,4,,True,2025-01-26 12:44:00
20250126 12:40,A,Grand & Sayre,844,8547,7042,65,65,Westbound,Nordica,2025-01-26 12:44:00,65 -851,1022088,259605153,False,4,,False,2025-01-26 12:46:00
20250126 12:39,A,Grand & Marmora,832,1966,5797,65,65,Westbound,Nordica,2025-01-26 12:45:00,65 -807,1022013,259605224,False,5,,True,2025-01-26 12:45:00
20250126 12:40,A,Grand & Kingsbury,771,8129,3423,65,65,Westbound,Nordica,2025-01-26 12:45:00,65 -802,1022015,259605226,False,5,,True,2025-01-26 12:45:00
20250126 12:39,A,Grand & McClurg,589,8666,2338,66,66,Westbound,Austin,2025-01-26 12:45:00,66 -804,1078983,259605421,False,4,,False,2025-01-26 12:48:00
20250126 12:39,A,Grand & Fairbanks/Columbus,590,8666,2878,66,66,Westbound,Austin,2025-01-26 12:45:00,66 -804,1078983,259605421,False,5,,False,2025-01-26 12:49:00
20250126 12:39,A,Grand & Meade,834,1966,7169,65,65,Westbound,Nordica,2025-01-26 12:46:00,65 -807,1022013,259605224,False,6,,True,2025-01-26 12:46:00
20250126 12:39,A,Grand & Melvina,15335,1966,8045,65,65,Westbound,Nordica,2025-01-26 12:46:00,65 -807,1022013,259605224,False,6,,True,2025-01-26 12:46:00
20250126 12:39,A,Grand & Austin,833,1966,6479,65,65,Westbound,Nordica,2025-01-26 12:46:00,65 -807,1022013,259605224,False,5,,True,2025-01-26 12:46:00
20250126 12:39,A,Grand & Streeter,759,1098,693,29,29,Southbound,95th Red Line,2025-01-26 12:46:00,29 -114,1021745,259601601,False,6,,True,2025-01-26 12:46:00
20250126 12:39,A,Grand & Mobile,836,1966,8543,65,65,Westbound,Nordica,2025-01-26 12:46:00,65 -807,1022013,259605224,False,6,,True,2025-01-26 12:46:00
20250126 12:40,A,Grand & Division,808,8689,7217,65,65,Westbound,Nordica,2025-01-26 12:46:00,65 -806,1022014,259605225,False,5,,True,2025-01-26 12:46:00
20250126 12:40,A,Grand & Lawndale,809,8689,7898,65,65,Westbound,Nordica,2025-01-26 12:46:00,65 -806,1022014,259605225,False,6,,True,2025-01-26 12:46:00
20250126 12:39,A,Grand & Narragansett,837,1966,9266,65,65,Westbound,Nordica,2025-01-26 12:46:00,65 -807,1022013,259605224,False,6,,True,2025-01-26 12:46:00
20250126 12:39,A,Grand & Streeter,759,8260,613,124,124,Westbound,Ogilvie & Union Stations,2025-01-26 12:46:00,124 -202,1032950,259599834,False,6,,True,2025-01-26 12:46:00
20250126 12:39,A,Grand & Peshtigo,760,1098,1628,29,29,Southbound,95th Red Line,2025-01-26 12:47:00,29 -114,1021745,259601601,False,7,,True,2025-01-26 12:47:00
20250126 12:39,A,Grand & Peshtigo,760,8260,1548,124,124,Westbound,Ogilvie & Union Stations,2025-01-26 12:47:00,124 -202,1032950,259599834,False,7,,True,2025-01-26 12:47:00
20250126 12:40,A,Grand & Hamlin,15557,8689,8638,65,65,Westbound,Nordica,2025-01-26 12:47:00,65 -806,1022014,259605225,False,7,,True,2025-01-26 12:47:00
20250126 12:39,A,Grand & Natchez,838,1966,9852,65,65,Westbound,Nordica,2025-01-26 12:47:00,65 -807,1022013,259605224,False,6,,True,2025-01-26 12:47:00
20250126 12:40,A,Grand & Springfield,811,8689,9234,65,65,Westbound,Nordica,2025-01-26 12:47:00,65 -806,1022014,259605225,False,7,,True,2025-01-26 12:47:00
20250126 12:39,D,Navy Pier Terminal,14162,8656,1318,65,65,Westbound,Nordica,2025-01-26 12:47:00,65 -803,1022016,259605227,False,7,,True,2025-01-26 12:47:00
20250126 12:40,A,530 W Grand,772,8129,4181,65,65,Westbound,Nordica,2025-01-26 12:47:00,65 -802,1022015,259605226,False,7,,True,2025-01-26 12:47:00
20250126 12:40,A,Grand & Desplaines,15672,8129,4731,65,65,Westbound,Nordica,2025-01-26 12:47:00,65 -802,1022015,259605226,False,7,,True,2025-01-26 12:47:00
20250126 12:39,A,Grand & McClurg,589,8260,2201,124,124,Westbound,Ogilvie & Union Stations,2025-01-26 12:48:00,124 -202,1032950,259599834,False,8,,True,2025-01-26 12:48:00
20250126 12:39,A,Grand & McClurg,589,1098,2281,29,29,Southbound,95th Red Line,2025-01-26 12:48:00,29 -114,1021745,259601601,False,7,,True,2025-01-26 12:48:00
20250126 12:39,A,Grand & Normandy ,840,1966,11346,65,65,Westbound,Nordica,2025-01-26 12:48:00,65 -807,1022013,259605224,False,8,,True,2025-01-26 12:48:00
20250126 12:39,A,Fullerton & Grand,15517,1966,10551,65,65,Westbound,Nordica,2025-01-26 12:48:00,65 -807,1022013,259605224,False,7,,True,2025-01-26 12:48:00
20250126 12:39,A,Grand & Fairbanks/Columbus,590,1098,2821,29,29,Southbound,95th Red Line,2025-01-26 12:49:00,29 -114,1021745,259601601,False,9,,True,2025-01-26 12:49:00
20250126 12:40,A,Grand & Morgan,15174,8129,6872,65,65,Westbound,Nordica,2025-01-26 12:49:00,65 -802,1022015,259605226,False,9,,True,2025-01-26 12:49:00
20250126 12:40,A,Grand & Milwaukee (Blue Line),14774,8129,5680,65,65,Westbound,Nordica,2025-01-26 12:49:00,65 -802,1022015,259605226,False,9,,True,2025-01-26 12:49:00
20250126 12:40,A,Grand & Peoria,776,8129,6114,65,65,Westbound,Nordica,2025-01-26 12:49:00,65 -802,1022015,259605226,False,9,,True,2025-01-26 12:49:00
20250126 12:40,A,Grand & Pulaski,812,8689,10004,65,65,Westbound,Nordica,2025-01-26 12:49:00,65 -806,1022014,259605225,False,9,,True,2025-01-26 12:49:00
20250126 12:39,A,Grand & Oak Park,14809,1966,12190,65,65,Westbound,Nordica,2025-01-26 12:49:00,65 -807,1022013,259605224,False,9,,False,2025-01-26 12:51:00
20250126 12:39,A,Grand & St. Clair,761,1098,3485,29,29,Southbound,95th Red Line,2025-01-26 12:50:00,29 -114,1021745,259601601,False,10,,True,2025-01-26 12:50:00
20250126 12:40,A,Grand & Aberdeen,778,8129,7368,65,65,Westbound,Nordica,2025-01-26 12:50:00,65 -802,1022015,259605226,False,9,,True,2025-01-26 12:50:00
20250126 12:39,A,Grand & Sayre,844,1966,13521,65,65,Westbound,Nordica,2025-01-26 12:50:00,65 -807,1022013,259605224,False,10,,False,2025-01-26 12:52:00
20250126 12:40,A,Grand & Racine,780,8129,8113,65,65,Westbound,Nordica,2025-01-26 12:50:00,65 -802,1022015,259605226,False,10,,True,2025-01-26 12:50:00
20250126 12:39,A,Grand & New England ,842,1966,12688,65,65,Westbound,Nordica,2025-01-26 12:50:00,65 -807,1022013,259605224,False,9,,True,2025-01-26 12:50:00
20250126 12:40,A,Grand & Ogden,781,8129,8538,65,65,Westbound,Nordica,2025-01-26 12:51:00,65 -802,1022015,259605226,False,11,,True,2025-01-26 12:51:00
20250126 12:39,A,Grand & Streeter,759,8656,2081,65,65,Westbound,Nordica,2025-01-26 12:51:00,65 -803,1022016,259605227,False,11,,True,2025-01-26 12:51:00
20250126 12:40,A,Grand & Karlov,813,8689,10783,65,65,Westbound,Nordica,2025-01-26 12:51:00,65 -806,1022014,259605225,False,11,,True,2025-01-26 12:51:00
20250126 12:39,A,Grand & Rush,16028,1098,4360,29,29,Southbound,95th Red Line,2025-01-26 12:51:00,29 -114,1021745,259601601,False,11,,True,2025-01-26 12:51:00
20250126 12:40,A,Grand & Keeler,814,8689,11538,65,65,Westbound,Nordica,2025-01-26 12:51:00,65 -806,1022014,259605225,False,11,,True,2025-01-26 12:51:00
20250126 12:40,A,Grand & Noble,782,8129,9446,65,65,Westbound,Nordica,2025-01-26 12:52:00,65 -802,1022015,259605226,False,12,,True,2025-01-26 12:52:00
20250126 12:39,A,Grand & Peshtigo,760,8656,3016,65,65,Westbound,Nordica,2025-01-26 12:52:00,65 -803,1022016,259605227,False,12,,True,2025-01-26 12:52:00
20250126 12:40,A,Grand & Kildare,815,8689,12283,65,65,Westbound,Nordica,2025-01-26 12:52:00,65 -806,1022014,259605225,False,12,,True,2025-01-26 12:52:00
20250126 12:40,D,Grand & Nordica Terminal,668,8547,7810,65,65,Eastbound,Navy Pier,2025-01-26 12:52:00,65 -851,1022027,259605173,False,12,,True,2025-01-26 12:52:00
20250126 12:40,A,Grand & Armour,783,8129,10352,65,65,Westbound,Nordica,2025-01-26 12:53:00,65 -802,1022015,259605226,False,13,,True,2025-01-26 12:53:00
20250126 12:40,A,Grand & Kostner,817,8689,13181,65,65,Westbound,Nordica,2025-01-26 12:53:00,65 -806,1022014,259605225,False,13,,False,2025-01-26 12:55:00
20250126 12:39,A,Grand & McClurg,589,8656,3669,65,65,Westbound,Nordica,2025-01-26 12:53:00,65 -803,1022016,259605227,False,13,,True,2025-01-26 12:53:00
20250126 12:40,A,Grand & Cicero,821,8689,16057,65,65,Westbound,Nordica,2025-01-26 12:54:00,65 -806,1022014,259605225,False,14,,True,2025-01-26 12:54:00
20250126 12:40,A,4700 W Grand,820,8689,15168,65,65,Westbound,Nordica,2025-01-26 12:54:00,65 -806,1022014,259605225,False,14,,True,2025-01-26 12:54:00
20250126 12:40,A,Grand & Kenton ,819,8689,14284,65,65,Westbound,Nordica,2025-01-26 12:54:00,65 -806,1022014,259605225,False,14,,True,2025-01-26 12:54:00
20250126 12:40,A,Grand & Kilbourn,818,8689,13751,65,65,Westbound,Nordica,2025-01-26 12:54:00,65 -806,1022014,259605225,False,13,,True,2025-01-26 12:54:00
20250126 12:40,A,Grand & Ashland,784,8129,10777,65,65,Westbound,Nordica,2025-01-26 12:54:00,65 -802,1022015,259605226,False,13,,True,2025-01-26 12:54:00
20250126 12:39,A,Grand & Streeter,759,8569,8455,66,66,Westbound,Austin,2025-01-26 12:54:00,66 -810,1078984,259605422,False,13,,True,2025-01-26 12:54:00
20250126 12:39,A,Grand & St. Clair,761,8656,4873,65,65,Westbound,Nordica,2025-01-26 12:54:00,65 -803,1022016,259605227,False,14,,True,2025-01-26 12:54:00
20250126 12:39,A,Grand & Fairbanks/Columbus,590,8656,4209,65,65,Westbound,Nordica,2025-01-26 12:54:00,65 -803,1022016,259605227,False,13,,True,2025-01-26 12:54:00
20250126 12:40,A,Grand & Paulina,785,8129,11464,65,65,Westbound,Nordica,2025-01-26 12:54:00,65 -802,1022015,259605226,False,14,,True,2025-01-26 12:54:00
20250126 12:39,A,Grand & Rush,16028,8656,5748,65,65,Westbound,Nordica,2025-01-26 12:55:00,65 -803,1022016,259605227,False,15,,True,2025-01-26 12:55:00
20250126 12:39,A,Grand & Peshtigo,760,8569,9390,66,66,Westbound,Austin,2025-01-26 12:55:00,66 -810,1078984,259605422,False,15,,True,2025-01-26 12:55:00
20250126 12:40,A,Grand & Wood,786,8129,12117,65,65,Westbound,Nordica,2025-01-26 12:55:00,65 -802,1022015,259605226,False,15,,True,2025-01-26 12:55:00
20250126 12:40,A,Grand & Wolcott,787,8129,12785,65,65,Westbound,Nordica,2025-01-26 12:55:00,65 -802,1022015,259605226,False,15,,True,2025-01-26 12:55:00
20250126 12:40,A,Grand & Lamon,822,8689,17164,65,65,Westbound,Nordica,2025-01-26 12:55:00,65 -806,1022014,259605225,False,14,,False,2025-01-26 12:57:00
20250126 12:40,D,Grand & Nordica Terminal,668,8659,1449,74,74,Eastbound,Halsted,2025-01-26 12:55:00,74 -805,154,259606398,False,14,,True,2025-01-26 12:55:00
20250126 12:40,A,Grand & Damen,18669,8129,13578,65,65,Westbound,Nordica,2025-01-26 12:56:00,65 -802,1022015,259605226,False,16,,True,2025-01-26 12:56:00
20250126 12:40,A,Grand & Leclaire/Armitage,823,8689,18276,65,65,Westbound,Nordica,2025-01-26 12:56:00,65 -806,1022014,259605225,False,16,,False,2025-01-26 12:58:00
20250126 12:39,A,Grand & McClurg,589,8569,10043,66,66,Westbound,Austin,2025-01-26 12:56:00,66 -810,1078984,259605422,False,16,,True,2025-01-26 12:56:00
20250126 12:40,A,Grand & Hoyne,789,8129,14096,65,65,Westbound,Nordica,2025-01-26 12:56:00,65 -802,1022015,259605226,False,16,,True,2025-01-26 12:56:00
20250126 12:40,A,Grand & State (Red Line),764,8656,6177,65,65,Westbound,Nordica,2025-01-26 12:56:00,65 -803,1022016,259605227,False,16,,True,2025-01-26 12:56:00
20250126 12:40,A,Grand & Leavitt,790,8129,14753,65,65,Westbound,Nordica,2025-01-26 12:57:00,65 -802,1022015,259605226,False,17,,True,2025-01-26 12:57:00
20250126 12:40,A,Grand & Oakley,791,8129,15423,65,65,Westbound,Nordica,2025-01-26 12:57:00,65 -802,1022015,259605226,False,17,,True,2025-01-26 12:57:00
20250126 12:39,A,Grand & Fairbanks/Columbus,590,8569,10583,66,66,Westbound,Austin,2025-01-26 12:57:00,66 -810,1078984,259605422,False,17,,True,2025-01-26 12:57:00
20250126 12:40,A,Grand & Dearborn,765,8656,6603,65,65,Westbound,Nordica,2025-01-26 12:57:00,65 -803,1022016,259605227,False,17,,True,2025-01-26 12:57:00
20250126 12:40,A,Grand & Lockwood ,826,8689,19803,65,65,Westbound,Nordica,2025-01-26 12:58:00,65 -806,1022014,259605225,False,18,,False,2025-01-26 13:01:00
20250126 12:40,A,Grand & Western,15340,8129,16310,65,65,Westbound,Nordica,2025-01-26 12:58:00,65 -802,1022015,259605226,False,18,,True,2025-01-26 12:58:00
20250126 12:40,A,Grand & Laramie,3883,8689,19275,65,65,Westbound,Nordica,2025-01-26 12:58:00,65 -806,1022014,259605225,False,17,,False,2025-01-26 13:01:00
20250126 12:40,A,Grand & Clark,766,8656,7007,65,65,Westbound,Nordica,2025-01-26 12:58:00,65 -803,1022016,259605227,False,18,,True,2025-01-26 12:58:00
20250126 12:40,A,Grand & Long,15450,8689,20730,65,65,Westbound,Nordica,2025-01-26 12:59:00,65 -806,1022014,259605225,False,19,,False,2025-01-26 13:03:00
20250126 12:40,A,Grand & Rockwell,794,8129,17651,65,65,Westbound,Nordica,2025-01-26 12:59:00,65 -802,1022015,259605226,False,19,,True,2025-01-26 12:59:00
20250126 12:39,A,Grand & Laramie,3883,8609,17603,73,73,Westbound,Laramie,2025-01-26 12:59:00,73 -802,37,259606271,False,19,,True,2025-01-26 12:59:00
20250126 12:40,A,Grand & Campbell,15338,8129,17132,65,65,Westbound,Nordica,2025-01-26 12:59:00,65 -802,1022015,259605226,False,19,,True,2025-01-26 12:59:00
20250126 12:40,A,5500 W Grand,828,8689,21140,65,65,Westbound,Nordica,2025-01-26 12:59:00,65 -806,1022014,259605225,False,19,,False,2025-01-26 13:03:00
20250126 12:40,A,Grand & Central ,829,8689,22042,65,65,Westbound,Nordica,2025-01-26 13:00:00,65 -806,1022014,259605225,False,20,,False,2025-01-26 13:04:00
20250126 12:40,A,Grand & Franklin,769,8656,8220,65,65,Westbound,Nordica,2025-01-26 13:00:00,65 -803,1022016,259605227,False,20,,True,2025-01-26 13:00:00
20250126 12:40,A,Grand & Kingsbury,771,8656,9468,65,65,Westbound,Nordica,2025-01-26 13:00:00,65 -803,1022016,259605227,False,20,,True,2025-01-26 13:00:00
20250126 12:40,A,Fullerton & Grand,15517,8619,17712,74,74,Westbound,Grand/Nordica,2025-01-26 13:00:00,74 -801,147,259606315,False,20,,True,2025-01-26 13:00:00
20250126 12:40,A,Grand & Washtenaw,796,8129,18426,65,65,Westbound,Nordica,2025-01-26 13:00:00,65 -802,1022015,259605226,False,19,,True,2025-01-26 13:00:00
20250126 12:40,A,Grand & Chicago,798,8129,19959,65,65,Westbound,Nordica,2025-01-26 13:01:00,65 -802,1022015,259605226,False,21,,True,2025-01-26 13:01:00
20250126 12:40,A,530 W Grand,772,8656,10226,65,65,Westbound,Nordica,2025-01-26 13:01:00,65 -803,1022016,259605227,False,20,,True,2025-01-26 13:01:00
20250126 12:40,A,Grand & Major,830,8689,22555,65,65,Westbound,Nordica,2025-01-26 13:01:00,65 -806,1022014,259605225,False,21,,False,2025-01-26 13:05:00
20250126 12:40,A,Grand & Desplaines,15672,8656,10776,65,65,Westbound,Nordica,2025-01-26 13:01:00,65 -803,1022016,259605227,False,21,,True,2025-01-26 13:01:00
20250126 12:40,A,Grand & Normandy ,840,8619,18507,74,74,Westbound,Grand/Nordica,2025-01-26 13:01:00,74 -801,147,259606315,False,21,,True,2025-01-26 13:01:00
20250126 12:40,A,Grand & California,797,8129,19150,65,65,Westbound,Nordica,2025-01-26 13:01:00,65 -802,1022015,259605226,False,21,,True,2025-01-26 13:01:00
20250126 12:40,A,Grand & Menard,15337,8689,23375,65,65,Westbound,Nordica,2025-01-26 13:02:00,65 -806,1022014,259605225,False,21,,False,2025-01-26 13:07:00
20250126 12:40,A,Grand & Marmora,832,8689,23923,65,65,Westbound,Nordica,2025-01-26 13:02:00,65 -806,1022014,259605225,False,22,,False,2025-01-26 13:07:00
20250126 12:40,A,Grand & Austin,833,8689,24605,65,65,Westbound,Nordica,2025-01-26 13:02:00,65 -806,1022014,259605225,False,22,,False,2025-01-26 13:08:00
20250126 12:40,A,Grand & Oak Park,14809,8619,19351,74,74,Westbound,Grand/Nordica,2025-01-26 13:02:00,74 -801,147,259606315,False,22,,True,2025-01-26 13:02:00
20250126 12:40,A,Grand & Kedzie,802,8129,22209,65,65,Westbound,Nordica,2025-01-26 13:02:00,65 -802,1022015,259605226,False,22,,True,2025-01-26 13:02:00
20250126 12:40,A,Grand & Sacramento,800,8129,21130,65,65,Westbound,Nordica,2025-01-26 13:02:00,65 -802,1022015,259605226,False,21,,True,2025-01-26 13:02:00
20250126 12:40,A,Grand & Milwaukee (Blue Line),14774,8656,11725,65,65,Westbound,Nordica,2025-01-26 13:02:00,65 -803,1022016,259605227,False,22,,True,2025-01-26 13:02:00
20250126 12:39,A,Grand & Laramie,3883,8584,24331,57,57,Northbound,Grand/Latrobe,2025-01-26 13:03:00,57 -801,24,259604418,False,23,,True,2025-01-26 13:03:00
20250126 12:40,A,Grand & Sacramento,800,7908,14129,52,52,Southbound,63rd Place,2025-01-26 13:03:00,52 -207,1064,259603465,False,23,,True,2025-01-26 13:03:00
20250126 12:40,A,Grand & Meade,834,8689,25295,65,65,Westbound,Nordica,2025-01-26 13:03:00,65 -806,1022014,259605225,False,23,,False,2025-01-26 13:09:00
20250126 12:40,A,Grand & Morgan,15174,8656,12917,65,65,Westbound,Nordica,2025-01-26 13:03:00,65 -803,1022016,259605227,False,23,,False,2025-01-26 13:05:00
20250126 12:40,A,Grand & Augusta,18376,8129,22995,65,65,Westbound,Nordica,2025-01-26 13:03:00,65 -802,1022015,259605226,False,23,,True,2025-01-26 13:03:00
20250126 12:40,A,Grand & New England ,842,8619,19849,74,74,Westbound,Grand/Nordica,2025-01-26 13:03:00,74 -801,147,259606315,False,23,,True,2025-01-26 13:03:00
20250126 12:40,A,Grand & Peoria,776,8656,12159,65,65,Westbound,Nordica,2025-01-26 13:03:00,65 -803,1022016,259605227,False,23,,True,2025-01-26 13:03:00
20250126 12:40,A,Grand & Thomas,805,8129,24477,65,65,Westbound,Nordica,2025-01-26 13:04:00,65 -802,1022015,259605226,False,24,,True,2025-01-26 13:04:00
20250126 12:40,A,Grand & Homan,18377,8129,23860,65,65,Westbound,Nordica,2025-01-26 13:04:00,65 -802,1022015,259605226,False,24,,True,2025-01-26 13:04:00
20250126 12:40,A,Grand & Sayre,844,8619,20682,74,74,Westbound,Grand/Nordica,2025-01-26 13:04:00,74 -801,147,259606315,False,23,,True,2025-01-26 13:04:00
20250126 12:39,A,Grand & Streeter,759,1147,11366,29,29,Southbound,95th Red Line,2025-01-26 13:04:00,29 -115,1021746,259601679,False,24,,True,2025-01-26 13:04:00
20250126 12:40,A,Grand & Melvina,15335,8689,26171,65,65,Westbound,Nordica,2025-01-26 13:04:00,65 -806,1022014,259605225,False,23,,False,2025-01-26 13:09:00
20250126 12:40,A,Grand & Aberdeen,778,8656,13413,65,65,Westbound,Nordica,2025-01-26 13:04:00,65 -803,1022016,259605227,False,24,,True,2025-01-26 13:04:00
20250126 12:40,A,Grand & Mobile,836,8689,26669,65,65,Westbound,Nordica,2025-01-26 13:04:00,65 -806,1022014,259605225,False,24,,False,2025-01-26 13:09:00
20250126 12:40,A,Grand & Natchez,838,8689,27978,65,65,Westbound,Nordica,2025-01-26 13:05:00,65 -806,1022014,259605225,False,25,,False,2025-01-26 13:10:00
20250126 12:39,A,Grand & Streeter,759,8412,11604,66,66,Westbound,Austin,2025-01-26 13:05:00,66 -812,1078985,259605423,False,24,,True,2025-01-26 13:05:00
20250126 12:40,A,Grand & Racine,780,8656,14158,65,65,Westbound,Nordica,2025-01-26 13:05:00,65 -803,1022016,259605227,False,24,,True,2025-01-26 13:05:00
20250126 12:40,A,Grand & Narragansett,837,8689,27392,65,65,Westbound,Nordica,2025-01-26 13:05:00,65 -806,1022014,259605225,False,24,,False,2025-01-26 13:10:00
