tmstmp,typ,stpnm,stpid,vid,dstp,rt,rtdd,rtdir,des,prdtm,tablockid,tatripid,origtatripno,dly,prdctdn,zone,crt_prd,dep_time
20250129 16:56,A,Division & Campbell,2068,8418,418,70,70,Westbound,Austin,2025-01-29 16:57:00,70 -814,88364373,259624159,False,DUE,,True,2025-01-29 16:57:00
20250129 16:56,A,Division & Noble,2055,8149,646,70,70,Westbound,Austin,2025-01-29 16:57:00,70 -854,88364375,259624160,False,DUE,,True,2025-01-29 16:57:00
20250129 16:56,A,Division & Central Park,2079,2012,229,70,70,Westbound,Austin,2025-01-29 16:57:00,70 -804,88364372,259624158,False,DUE,,True,2025-01-29 16:57:00
20250129 16:56,A,Division & Cicero,16095,1929,679,70,70,Westbound,Austin,2025-01-29 16:57:00,70 -852,88364371,259624157,False,DUE,,True,2025-01-29 16:57:00
20250129 16:56,A,Clark & Oak,18732,1867,637,22,22,Northbound,Howard,2025-01-29 16:57:00,22 -525,1040931,259616857,False,DUE,,True,2025-01-29 16:57:00
20250129 16:56,A,Division & Rockwell,2069,8418,1092,70,70,Westbound,Austin,2025-01-29 16:58:00,70 -814,88364373,259624159,False,DUE,,True,2025-01-29 16:58:00
20250129 16:56,A,Division & Clybourn,2043,8779,685,70,70,Westbound,Austin,2025-01-29 16:58:00,70 -815,88364376,259624161,False,DUE,,True,2025-01-29 16:58:00
20250129 16:56,A,Clark & Maple,1898,1867,986,22,22,Northbound,Howard,2025-01-29 16:58:00,22 -525,1040931,259616857,False,DUE,,True,2025-01-29 16:58:00
20250129 16:56,A,Division & Lavergne,2093,1929,1874,70,70,Westbound,Austin,2025-01-29 16:58:00,70 -852,88364371,259624157,False,DUE,,True,2025-01-29 16:58:00
20250129 16:56,A,Division & Cleaver,2056,8149,958,70,70,Westbound,Austin,2025-01-29 16:58:00,70 -854,88364375,259624160,False,DUE,,True,2025-01-29 16:58:00
20250129 16:56,A,Division & Lamon,2092,1929,1202,70,70,Westbound,Austin,2025-01-29 16:58:00,70 -852,88364371,259624157,False,DUE,,True,2025-01-29 16:58:00
20250129 16:56,A,Division & Grand/Monticello,15042,2012,832,70,70,Westbound,Austin,2025-01-29 16:58:00,70 -804,88364372,259624158,False,DUE,,True,2025-01-29 16:58:00
20250129 16:56,A,Division & Leclaire,2094,1929,2529,70,70,Westbound,Austin,2025-01-29 16:59:00,70 -852,88364371,259624157,False,2,,True,2025-01-29 16:59:00
20250129 16:56,A,Division & Larrabee,2045,8779,1600,70,70,Westbound,Austin,2025-01-29 16:59:00,70 -815,88364376,259624161,False,2,,True,2025-01-29 16:59:00
20250129 16:56,A,Walton & Clark,18412,4347,1314,22,22,Northbound,Howard,2025-01-29 16:59:00,22 -534,1040930,259616856,False,2,,True,2025-01-29 16:59:00
20250129 16:56,A,Division & Laramie,17185,1929,3333,70,70,Westbound,Austin,2025-01-29 17:00:00,70 -852,88364371,259624157,False,3,,True,2025-01-29 17:00:00
20250129 16:56,A,Clark & Oak,18732,4347,1791,22,22,Northbound,Howard,2025-01-29 17:00:00,22 -534,1040930,259616856,False,3,,True,2025-01-29 17:00:00
20250129 16:56,A,Division & Hamlin,17978,2012,1717,70,70,Westbound,Austin,2025-01-29 17:00:00,70 -804,88364372,259624158,False,2,,True,2025-01-29 17:00:00
20250129 16:56,A,Division & Washtenaw,2070,8418,1768,70,70,Westbound,Austin,2025-01-29 17:00:00,70 -814,88364373,259624159,False,2,,True,2025-01-29 17:00:00
20250129 16:56,A,Division & Ashland (Blue Line),2059,8149,1949,70,70,Westbound,Austin,2025-01-29 17:00:00,70 -854,88364375,259624160,False,3,,True,2025-01-29 17:00:00
20250129 16:56,D,Division & Austin Terminal,1970,8110,153,70,70,Eastbound,Pulaski,2025-01-29 17:00:00,72 -804,88383454,262195498,False,2,,True,2025-01-29 17:00:00
20250129 16:56,A,Division & Springfield,2082,2012,2258,70,70,Westbound,Austin,2025-01-29 17:00:00,70 -804,88364372,259624158,False,3,,False,2025-01-29 17:02:00
20250129 16:56,A,Division & Sedgwick,2042,8618,3052,37,37,Northbound,Fullerton Red Line,2025-01-29 17:01:00,37 -851,88365799,259618338,False,4,,True,2025-01-29 17:01:00
20250129 16:56,A,Division & Hooker,15368,8779,3593,70,70,Westbound,Austin,2025-01-29 17:01:00,70 -815,88364376,259624161,False,4,,True,2025-01-29 17:01:00
20250129 16:56,A,Division & Lockwood,2096,1929,3886,70,70,Westbound,Austin,2025-01-29 17:01:00,70 -852,88364371,259624157,False,4,,True,2025-01-29 17:01:00
20250129 16:56,A,Division & Halsted,2048,8779,2776,70,70,Westbound,Austin,2025-01-29 17:01:00,70 -815,88364376,259624161,False,4,,True,2025-01-29 17:01:00
20250129 16:56,A,Division & Francisco,2072,8418,3159,70,70,Westbound,Austin,2025-01-29 17:01:00,70 -814,88364373,259624159,False,4,,True,2025-01-29 17:01:00
20250129 16:56,A,Division & California,14597,8418,2605,70,70,Westbound,Austin,2025-01-29 17:01:00,70 -814,88364373,259624159,False,4,,True,2025-01-29 17:01:00
20250129 16:56,A,Clark & Maple,1898,4347,2140,22,22,Northbound,Howard,2025-01-29 17:01:00,22 -534,1040930,259616856,False,4,,True,2025-01-29 17:01:00
20250129 16:56,A,Division & Paulina,2060,8149,2768,70,70,Westbound,Austin,2025-01-29 17:02:00,70 -854,88364375,259624160,False,5,,True,2025-01-29 17:02:00
20250129 16:56,A,Division & Long,17981,1929,4751,70,70,Westbound,Austin,2025-01-29 17:02:00,70 -852,88364371,259624157,False,5,,True,2025-01-29 17:02:00
20250129 16:56,A,Walton & Clark,18412,4399,2890,22,22,Northbound,Foster,2025-01-29 17:02:00,22 -565,1040933,259616858,False,5,,True,2025-01-29 17:02:00
20250129 16:56,A,Division & Humboldt,2074,8418,3919,70,70,Westbound,Austin,2025-01-29 17:02:00,70 -814,88364373,259624159,False,5,,True,2025-01-29 17:02:00
20250129 16:56,A,Division & Richmond,2073,8418,3498,70,70,Westbound,Austin,2025-01-29 17:02:00,70 -814,88364373,259624159,False,4,,True,2025-01-29 17:02:00
20250129 16:56,A,Division & Pulaski,2083,2012,2925,70,70,Westbound,Austin,2025-01-29 17:02:00,70 -804,88364372,259624158,False,5,,True,2025-01-29 17:02:00
20250129 16:56,A,Division & Cherry,2051,8779,4448,70,70,Westbound,Austin,2025-01-29 17:03:00,70 -815,88364376,259624161,False,6,,True,2025-01-29 17:03:00
20250129 16:56,A,Division & Wood,2061,8149,3288,70,70,Westbound,Austin,2025-01-29 17:03:00,70 -854,88364375,259624160,False,6,,True,2025-01-29 17:03:00
20250129 16:56,A,Clark & Oak,18732,4399,3367,22,22,Northbound,Foster,2025-01-29 17:03:00,22 -565,1040933,259616858,False,6,,True,2025-01-29 17:03:00
20250129 16:56,A,Division & Pine,2098,1929,5401,70,70,Westbound,Austin,2025-01-29 17:03:00,70 -852,88364371,259624157,False,6,,True,2025-01-29 17:03:00
20250129 16:56,A,Division & Keeler,17979,2012,4394,70,70,Westbound,Austin,2025-01-29 17:03:00,70 -804,88364372,259624158,False,6,,True,2025-01-29 17:03:00
20250129 16:56,A,Clark & Maple,1898,4399,3716,22,22,Northbound,Foster,2025-01-29 17:03:00,22 -565,1040933,259616858,False,6,,True,2025-01-29 17:03:00
20250129 16:56,A,Division & Karlov,2084,2012,3590,70,70,Westbound,Austin,2025-01-29 17:03:00,70 -804,88364372,259624158,False,5,,True,2025-01-29 17:03:00
20250129 16:56,A,Division & Spaulding,2076,8418,5802,70,70,Westbound,Austin,2025-01-29 17:04:00,70 -814,88364373,259624159,False,7,,True,2025-01-29 17:04:00
20250129 16:56,A,Division & Kildare,2086,2012,4914,70,70,Westbound,Austin,2025-01-29 17:04:00,70 -804,88364372,259624158,False,7,,True,2025-01-29 17:04:00
20250129 16:56,A,Division & Kedzie,2075,8418,5305,70,70,Westbound,Austin,2025-01-29 17:04:00,70 -814,88364373,259624159,False,7,,True,2025-01-29 17:04:00
20250129 16:56,A,Division & Waller,2100,1929,6576,70,70,Westbound,Austin,2025-01-29 17:04:00,70 -852,88364371,259624157,False,7,,True,2025-01-29 17:04:00
20250129 16:56,A,Division & Central,17982,1929,6037,70,70,Westbound,Austin,2025-01-29 17:04:00,70 -852,88364371,259624157,False,7,,True,2025-01-29 17:04:00
20250129 16:56,A,Division & Homan,14571,8418,6649,70,70,Westbound,Austin,2025-01-29 17:05:00,70 -814,88364373,259624159,False,8,,True,2025-01-29 17:05:00
20250129 16:56,A,Division & North Branch,15369,8779,4966,70,70,Westbound,Austin,2025-01-29 17:05:00,70 -815,88364376,259624161,False,8,,True,2025-01-29 17:05:00
20250129 16:56,A,Division & Kostner,17980,2012,5742,70,70,Westbound,Austin,2025-01-29 17:05:00,70 -804,88364372,259624158,False,8,,True,2025-01-29 17:05:00
20250129 16:56,A,Division & Mayfield,2102,1929,7857,70,70,Westbound,Austin,2025-01-29 17:05:00,70 -852,88364371,259624157,False,8,,True,2025-01-29 17:05:00
20250129 16:56,A,Division & Menard,2101,1929,7217,70,70,Westbound,Austin,2025-01-29 17:05:00,70 -852,88364371,259624157,False,8,,True,2025-01-29 17:05:00
20250129 16:56,A,Division & Kolmar,2089,2012,6599,70,70,Westbound,Austin,2025-01-29 17:06:00,70 -804,88364372,259624158,False,9,,True,2025-01-29 17:06:00
20250129 16:56,D,Walton & Clark,18412,8615,1338,70,70,Westbound,Austin,2025-01-29 17:06:00,70 -806,88364377,259624162,False,9,,True,2025-01-29 17:06:00
20250129 16:57,D,Division & Austin Terminal,1970,1962,99,70,70,Eastbound,Walton & Dearborn,2025-01-29 17:06:00,70 -810,88364469,259624075,False,8,,True,2025-01-29 17:06:00
20250129 16:56,A,Division & Kilbourn,15962,2012,6395,70,70,Westbound,Austin,2025-01-29 17:06:00,70 -804,88364372,259624158,False,9,,True,2025-01-29 17:06:00
20250129 16:56,A,Division & Elston,2053,8779,5834,70,70,Westbound,Austin,2025-01-29 17:06:00,70 -815,88364376,259624161,False,9,,True,2025-01-29 17:06:00
20250129 16:56,A,Division & Damen,2063,8149,4620,70,70,Westbound,Austin,2025-01-29 17:06:00,70 -854,88364375,259624160,False,9,,True,2025-01-29 17:06:00
20250129 16:56,A,Division & Central Park,2079,8418,7816,70,70,Westbound,Austin,2025-01-29 17:07:00,70 -814,88364373,259624159,False,10,,True,2025-01-29 17:07:00
20250129 16:56,A,Clark & Oak,18732,8615,1815,70,70,Westbound,Austin,2025-01-29 17:07:00,70 -806,88364377,259624162,False,10,,True,2025-01-29 17:07:00
20250129 16:56,A,Division & Hoyne,2064,8149,5292,70,70,Westbound,Austin,2025-01-29 17:07:00,70 -854,88364375,259624160,False,10,,True,2025-01-29 17:07:00
20250129 16:56,A,4659 W Division,2090,2012,7698,70,70,Westbound,Austin,2025-01-29 17:07:00,70 -804,88364372,259624158,False,10,,True,2025-01-29 17:07:00
20250129 16:56,A,Division & Noble,2055,8779,6744,70,70,Westbound,Austin,2025-01-29 17:07:00,70 -815,88364376,259624161,False,10,,True,2025-01-29 17:07:00
20250129 16:56,A,Division & Lamon,2092,2012,8937,70,70,Westbound,Austin,2025-01-29 17:08:00,70 -804,88364372,259624158,False,11,,True,2025-01-29 17:08:00
20250129 16:56,A,Division & Cicero,16095,2012,8414,70,70,Westbound,Austin,2025-01-29 17:08:00,70 -804,88364372,259624158,False,11,,True,2025-01-29 17:08:00
20250129 16:56,A,Division & Leavitt,18165,8149,6091,70,70,Westbound,Austin,2025-01-29 17:08:00,70 -854,88364375,259624160,False,11,,True,2025-01-29 17:08:00
20250129 16:56,A,Clark & Maple,1898,8615,2164,70,70,Westbound,Austin,2025-01-29 17:08:00,70 -806,88364377,259624162,False,11,,True,2025-01-29 17:08:00
20250129 16:56,A,Division & Cleaver,2056,8779,7056,70,70,Westbound,Austin,2025-01-29 17:08:00,70 -815,88364376,259624161,False,11,,True,2025-01-29 17:08:00
20250129 16:56,A,Division & Grand/Monticello,15042,8418,8419,70,70,Westbound,Austin,2025-01-29 17:08:00,70 -814,88364373,259624159,False,11,,True,2025-01-29 17:08:00
20250129 16:56,A,Division & Clark,2038,8615,3029,70,70,Westbound,Austin,2025-01-29 17:09:00,70 -806,88364377,259624162,False,12,,True,2025-01-29 17:09:00
20250129 16:56,A,Division & Lavergne,2093,2012,9609,70,70,Westbound,Austin,2025-01-29 17:09:00,70 -804,88364372,259624158,False,12,,True,2025-01-29 17:09:00
20250129 16:56,A,Division & Oakley,18163,8149,6760,70,70,Westbound,Austin,2025-01-29 17:09:00,70 -854,88364375,259624160,False,12,,True,2025-01-29 17:09:00
20250129 16:56,A,Division & Leclaire,2094,2012,10264,70,70,Westbound,Austin,2025-01-29 17:10:00,70 -804,88364372,259624158,False,13,,True,2025-01-29 17:10:00
20250129 16:56,A,Division & Sedgwick,2042,8424,6874,37,37,Northbound,Fullerton Red Line,2025-01-29 17:10:00,37 -855,88365801,259618339,False,13,,False,2025-01-29 17:12:00
20250129 16:56,A,Division & Springfield,2082,8418,9845,70,70,Westbound,Austin,2025-01-29 17:10:00,70 -814,88364373,259624159,False,13,,True,2025-01-29 17:10:00
20250129 16:56,A,Division & Hamlin,17978,8418,9304,70,70,Westbound,Austin,2025-01-29 17:10:00,70 -814,88364373,259624159,False,13,,True,2025-01-29 17:10:00
20250129 16:56,D,Walton & Clark,18412,8138,5618,70,70,Westbound,Austin,2025-01-29 17:11:00,70 -816,88364378,259624163,False,14,,True,2025-01-29 17:11:00
